ID,SKU,Nombre,Visibilidad en el catálogo,Precio normal,Meta: unidades_por_caja,Meta: el_producto_es_simple
2353,ZL848-6-7,Antifaz con lluvias y flor,visible,950,,
2355,ZL852-5-2,Antifaz con plumas bordado,visible,700,,
2357,ZL823-10-1,Antifaz con plumas con brillantina,visible,550,,
2359,ZL823-10-2,Antifaz con plumas doble color,visible,550,,
2361,JJJ-3-1,Antifaz con brillantinas,visible,430,,
2363,Z613-9-2,Antifaz mariposas con brillantinas,visible,610,,
2366,Z612-1-1,Antifaz brillante,visible,960,,
2369,Z612,Antifaz con flor bordado,visible,450,,
2371,Z620-FFF-06,Gorro Pirata,visible,,,
2372,Z620-FFF-06,Gorro Pirata - Plateado,visible,110,,
2373,Z620-FFF-06,Gorro Pirata - Dorado,visible,110,,
2375,ZL848-6-8,Antifaz con plumas bordado,visible,850,,
2379,ZL858-2-1,Antifaz bordado con pintado,visible,450,,Simple
2381,ZL853-7-01,Paragua decorativa,visible,350,,
2385,ZL861-20-3,Colgante con luz Estrella del mar,visible,1500,,
2387,ZL861-20-5,Colgante con luz estrella transparente,visible,1500,,
2391,ZL861-20-3,Colgante con luz corazon transparente,visible,1500,,
2392,ZL861-20-5,Colgante con luz mickey transparente,visible,1500,,
2394,ZL861-20-4,Colgante con luz mariposa transparente,visible,1500,,
2396,ZL861-20-4,Colgante con luz corazon,visible,1500,,
2398,ZL861-20-6,Colgante con luz emoji transparente,visible,1500,,
2400,ZL861-20-6,Colgante con luz mano transparente,visible,1500,,
2402,ZL853-3-5,Colgante con luz nemo,visible,1500,,
2404,ZL853-3-7,Colgante con luz peppa,visible,1500,,
2406,ZL823-4-8,Colgante con luz fantasma,visible,1500,,Simple
2408,ZL853-3-6,Colgante con luz lampara,visible,1500,,
2410,ZL853-3-3,Colgante con luz mano,visible,1500,,Simple
2412,ZL8234-4-41,Colgante con luz corona transparente,visible,1500,,Simple
2414,ZL848-11-5,Colgante con luz cactus transparente,visible,1500,,
2417,ZL861-1-4,Alicate ZL861-1-4,visible,460,,
2421,ZL861-1-18,Alicate ZL861-1-18,visible,400,,Simple
2425,ZL861-1-20,Alicate ZL861-1-20,visible,380,,Simple
2429,ZL861-1-17,Alicate ZL861-1-17,visible,550,,Simple
2433,ZL861-1-11,Alicate ZL861-1-11,visible,500,,Simple
2437,ZL861-1-9,Alicate ZL861-1-9,visible,500,,
2441,ZL861-1-8,Alicate ZL861-1-8,visible,500,,
2448,ZL861-1-2,Alicate ZL861-1-2,visible,430,,Simple
2449,ZL861-1-10,Alicate ZL861-1-10,visible,430,,Simple
2453,ZL861-1-14,Alicate ZL861-1-14,visible,500,,Simple
2457,ZL861-1-13,Alicate ZL861-1-13,visible,500,,
2461,ZL861-1-15,Alicate ZL861-1-15,visible,500,,Simple
2465,ZL861-1-22,Alicate ZL861-1-22,visible,300,,
2470,ZL861-1-21,Alicate ZL861-1-21,visible,300,,
2474,ZL861-1-12,Alicate ZL861-1-12,visible,430,,Simple
2485,ZL861-1-19,Alicate ZL861-1-19,visible,330,,
2542,ZL861-11-2,Llavero mano con luz,visible,350,,Simple
2543,ZL861-11-3,Llavero guitarra con luz,visible,350,,Simple
2544,ZL861-11-1,Llavero auto con luz,visible,350,,Simple
2546,ZL861-11-6,Llavero emoji con luz,visible,350,,Simple
2547,ZL861-11-9,Llavero peppa con luz,visible,380,,
2549,ZL861-11-11,Llavero auto con luz,visible,350,,Simple
2550,ZL861-11-12,Llavero avion con luz,visible,350,,Simple
2552,ZL861-11-4,Llavero pata con luz,visible,400,,Simple
2554,ZL848-12-11,Llavero emoji con luz,visible,220,,
2556,ZL848-12-4,Llavero persona con luz,visible,350,,Simple
2557,0838-2-6,Llavero tortuga con luz y musica,visible,500,,
2561,ZL848-12-3,Llavero minion con luz,visible,220,,
2564,0838-2-6,Llavero tren con luz y musica,visible,500,,
2565,ZL849-3-4,Llavero tucan con luz y musica,visible,800,,Simple
2566,ZL849-3-7,Llavero calabaza con luz y musica,visible,800,,
2567,ZL849-3-8,Llavero emoji con luz y musica,visible,800,,
2568,ZL861-11-19,Llavero linterna con luz,visible,350,,Simple
2569,ZL861-11-21,Llavero linterna con luz,visible,350,,Simple
2570,ZL861-11-18,Llavero linterna con luz,visible,240,,Simple
2571,ZL861-11-17,Llavero linterna con luz,visible,270,,Simple
2572,0830-1-8,Llavero elefante nariz larga (blanco),visible,350,,Simple
2573,ZL848-ppp-5,Llavero hoja,visible,350,,
2574,0828-1-5,Llavero de elefante nariz larga (azul),visible,570,,Simple
2575,ZL812-2-03,Llavero elefante entero,visible,,,Variable
2576,ZL839-1-3,Llavero emoji con resorte,visible,250,,Simple
2577,ZL849-3-11,Llavero casco,visible,600,,Simple
2578,ZL828-1-3,Llavero elefante con cria (blanco),visible,350,,Simple
2579,,Llavero cigarrillo con pelota,visible,290,,
2580,,Llavero botas transparentes,visible,290,,
2581,,Llavero winnie pooh,hidden,290,,Simple
2594,,Globo caballo en 3D - x50,visible,550,,
2595,,Globo caballo en 3D - x12,visible,170,,
2601,Z624-7-20,Anillo fibra optica,visible,70,,
2603,Z601-9-3,Vincha fibra optica,visible,,,
2604,Z601-9-3,Vincha fibra optica - Por bulto,visible,24000,,
2605,Z601-9-3,Vincha fibra optica - Por paquete,visible,700,,
2607,Z624-7-14,Anteojo con luz (rayas),visible,,,
2608,Z624-7-14,Anteojo con luz (rayas) - Por bulto,visible,24000,,
2609,Z624-7-14,Anteojo con luz (rayas) - Por paquete,visible,600,,
2611,Z615-SSS-02,Anteojo con luz (surtido),visible,,,
2612,Z615-SSS-02,Anteojo con luz (surtido) - Por bulto,visible,26400,,
2613,Z615-SSS-02,Anteojo con luz (surtido) - Por paquete,visible,650,,
2615,ZL848-9-1,Vela con luz números,visible,500,,
2619,ZL842-1-3,Diente con luz,visible,65,,
2622,,Vela con luz,visible,,,Simple
2623,ZL806-SSS-3MU,"Vela con luz - Por bulto, Multicolor",visible,30000,50,
2624,ZL806-SSS-03CA,"Vela con luz - Por bulto, Calido",visible,30000,50,
2625,ZL806-SSS-03BL,"Vela con luz - Por bulto, Blanco",visible,30000,50,
2626,ZL806-SSS-3MU,"Vela con luz - Por caja, Multicolor",visible,700,,
2627,ZL806-SSS-03CA,"Vela con luz - Por caja, Calido",visible,700,,
2628,ZL806-SSS-03BL,"Vela con luz - Por caja, Blanco",visible,700,,
2638,ZL823-14-1,Vela con luz sumergible,visible,740,,
2647,ZL823-27-1,Antifaz liso,visible,350,,
2650,ZL843-8-9A,Set ala de mariposa,visible,,,Simple
2651,ZL843-8-9A,Set ala de mariposa - Verde,visible,210,,
2652,ZL843-8-9A,Set ala de mariposa - Rojo,visible,210,,
2653,ZL843-8-9A,Set ala de mariposa - Violeta,visible,210,,
2654,ZL843-8-9A,Set ala de mariposa - Blanco,visible,210,,
2655,ZL843-8-9A,Set ala de mariposa - Rosa,visible,210,,
2656,ZL843-8-9A,Set ala de mariposa - Negro,visible,210,,
2660,Z608-17-02,Gorro Bruja (red),visible,800,,
2662,Z612-1-5-859,Peluca carre,visible,3500,,Simple
2664,Z801-FFF-01-841,Peluca largo con rulos,visible,4200,,
2666,Z601-10-02-841,Peluca largo liso,visible,4000,,
2668,Z601-10-03-859,Peluca Afro,visible,3750,,Simple
2671,ZL848-10-2,Gorro para hombre,visible,,,
2672,ZL848-10-2,Gorro para hombre - Rojo,visible,260,,
2673,ZL848-10-2,Gorro para hombre - Negro,visible,260,,
2674,ZL848-10-2,Gorro para hombre - Azul,visible,260,,
2676,ZL848-10-2,Gorro para hombre - Plateado,visible,260,,
2678,,Gorro para hombre - Rosa,visible,260,,
2684,ZL848-10-2,Gorro para hombre - Dorado,visible,260,,
2685,ZL860-2-1A,Llavero bebe de pompom X12,visible,2000,,Simple
2687,ZL860-2-3,Llavero muñeca 13cm,visible,2500,,
2689,ZL860-2-4,Llavero muñeca 17cm,visible,3500,,
2691,ZL849-10-3,Llavero muñeca,visible,2840,,
2694,0841-2-1,Llavero muñeca,visible,1200,,
2696,ZL812-2-03,Llavero elefante entero - Dorado,visible,570,,
2697,ZL828-1-3,Llavero elefante entero - Plateado,visible,570,,
2700,ZLE-7-9,Aritos con luz,visible,560,,
2705,,Nariz de payaso rojo,visible,,,
2706,ZLE-SSS-01,Nariz de payaso rojo - Por paquete,visible,400,,
2707,ZLE-SSS-01,Nariz de payaso rojo - Por bulto,visible,33600,96,
2709,ZLE-SSS-2,Nariz de payaso amarillo,visible,,,Simple
2710,ZLE-SSS-02,Nariz de payaso amarillo - Por paquete,visible,480,,
2711,ZLE-SSS-02,Nariz de payaso amarillo - Por bulto,visible,40320,96,
2713,,Silbato amarillo con luz (emoji),visible,,,Simple
2714,ZL831-10-6,Silbato amarillo con luz (emoji) - Por paquete,visible,500,,
2715,ZL831-10-6,Silbato amarillo con luz (emoji) - Por bulto,visible,28000,70,
2717,,Silbato con luz (surtido),visible,,,Simple
2718,ZLE-8-3,Silbato con luz (surtido) - Por paquete,visible,500,,
2719,ZLE-8-3,Silbato con luz (surtido) - Por bulto,visible,28000,70,
2721,ZL811-YYY-88,Anillo con luz emoji,visible,1000,,Simple
2723,ZL861-20-2,Anillo con luz baby shark,visible,1300,,
2725,ZL806-YYY-02,Anillo con luz surtido,visible,1000,,Simple
2727,ZL806-YYY-03,Anillo con luz transparente,visible,1000,,
2730,Z603-14-02,varita quimica,visible,40,,
2732,,Pulsera quimica x100,visible,,,Simple
2733,624-TTT-1A,Pulsera quimica x100 - Por unidad,visible,350,,
2734,624-TTT-1A,Pulsera quimica x100 - Por bulto,visible,15000,50,
2736,,Pulsera quimica x50,hidden,,,Variable
2737,624-TTT-2A,Pulsera quimica x50 - Por unidad,hidden,320,,
2738,624-TTT-2A,Pulsera quimica x50 - Por bulto,hidden,32000,100,
2743,624-TTT-3,Collar quimico x50,visible,1200,,
2747,ZL6-3-1,aro quimico,visible,40,,
2749,624-TTT-5,Anteojo quimico corazon,visible,40,,
2751,624-TTT-4,Anteojo quimico redondo,visible,50,,
2753,Z603-14-01,Sorbete quimico,visible,40,,
2755,ZL806-SSS-05,Corbata con luz,visible,,,Variable
2758,ZL806-SSS-05,Corbata con luz - Por bulto,visible,30000,20,
2759,ZL806-SSS-05,Corbata con luz - Por paquete,visible,1500,,
2771,ZL806-YYY-01,Anillo con luz carita,visible,1000,,Simple
2779,llavero_lampara,Llavero lampara metalizada,visible,1600,,
2782,Z628-FFF-02,Antifaz mariposa con brillantinas,visible,400,,
2784,Z620-5-3-858,Boa de plumas,visible,,,
2785,Z620-5-3-858,Boa de plumas - Blanco,visible,150,,
2786,Z620-5-3-858,Boa de plumas - Negro,visible,150,,
2787,Z620-5-3-858,Boa de plumas - Rojo,visible,150,,
2788,Z620-5-3-858,Boa de plumas - Rosa,visible,150,,
2789,Z620-5-3-858,Boa de plumas - Violeta,visible,150,,
2791,Flor de papel,Flor de papel,visible,,,
2792,flor de papel,Flor de papel - Blanco,visible,380,,
2793,flor de papel,Flor de papel - Beige,visible,380,,
2794,flor de papel,Flor de papel - Violeta,visible,380,,
2795,flor de papel,Flor de papel - Verde Cyan,visible,380,,
2796,flor de papel,Flor de papel - Amarillo claro,visible,380,,
2797,flor de papel,Flor de papel - Amarillo,visible,380,,
2798,flor de papel,Flor de papel - Verde claro,visible,380,,
2799,flor de papel,Flor de papel - Verde,visible,380,,
2800,flor de papel,Flor de papel - Celeste,visible,380,,
2801,flor de papel,Flor de papel - Rosa,visible,380,,
2804,ZL831-2-16,Silbato x12,visible,,,Variable
2806,ZL831-2-15,Silbato x24,visible,170,,Simple
2808,ZL861-11-24,Llavero laser,hidden,1300,,Variable
2810,ZLE-13-09,Antifaz doble de carton,visible,110,,Simple
2812,Z603-5-02,Vincha con plumas,visible,600,,
2815,ZLE-SSS-8,Anteojo minero con luz,visible,,,
2816,ZLE-SSS-8,Anteojo minero con luz - Por bulto,visible,27500,50,
2817,ZLE-SSS-8,Anteojo minero con luz - Por paquete,visible,650,,
2820,Z620-SSS-6,Pulsera con luz,visible,400,,
2822,ZL815-001,Moño con luz,visible,1000,,
2826,,Varita con luz,visible,,,
2827,Z601-9-1,Varita con luz - Por bulto,visible,40000,100,
2828,Z601-9-1,Varita con luz - Por paquete,visible,480,,
2830,ZL861-11-23,Extension de pelo con luz,visible,500,,
2832,ZL861-2-8,Sticker para pecho,visible,1800,,
2834,ZL861-2-9,Sticker para pecho,visible,2200,,
2836,ZL861-2-2,Sticker para cara,visible,850,,
2838,ZL861-2-4,Sticker (30*11cm),visible,400,,
2840,ZL861-2-5,Sticker (21*9.6cm),visible,250,,
2842,ZL861-2-10,Sticker de perlas,visible,1000,,
2844,ZL861-2-7,Sticker de animales,visible,570,,
2863,ZL861-1-3,Alicate ZL861-1-3,visible,550,,
2867,ZL861-1-1,Alicate ZL861-1-1,visible,550,,
2871,ZL861-1-6,Alicate ZL861-1-6,visible,430,,
2875,ZL861-1-23,AlicateZL861- 1-23,visible,870,,
2891,ZL849-5-1,Cartera tipo mochila,visible,,,
2892,ZL849-5-1,Cartera tipo mochila - Rojo oscuro,visible,1700,,
2893,ZL849-5-1,Cartera tipo mochila - Gris oscuro,visible,1700,,
2894,ZL849-5-1,Cartera tipo mochila - Beige,visible,1700,,
2895,ZL849-5-1,Cartera tipo mochila - Negro,visible,1700,,
2902,ZL849-5-3,Cartera para mujer con correa,visible,,,
2904,ZL849-5-3,Cartera para mujer con correa - Rosa,visible,2100,,
2905,ZL849-5-3,Cartera para mujer con correa - Azul,visible,2100,,
2906,ZL849-5-3,Cartera para mujer con correa - Negro,visible,2100,,
2910,ZL849-5-4,Cartera para mujer con doble correa,visible,,,
2911,ZL849-5-4,Cartera para mujer con doble correa - Beige,visible,2020,,
2912,ZL849-5-4,Cartera para mujer con doble correa - Azul,visible,2020,,
2913,ZL849-5-4,Cartera para mujer con doble correa - Negro,visible,2020,,
2918,ZL849-5-6,Cartera para mujer con correa,visible,,,
2919,ZL849-5-6,Cartera para mujer con correa - Blanco,visible,740,,
2920,ZL849-5-6,Cartera para mujer con correa - Rojo,visible,740,,
2921,ZL849-5-6,Cartera para mujer con correa - Verde,visible,740,,
2922,ZL849-5-6,Cartera para mujer con correa - Azul oscuro,visible,740,,
2923,ZL849-5-6,Cartera para mujer con correa - Negro,visible,740,,
2938,ZL849-5-9,Cartera grande para mujer,visible,,,
2939,ZL849-5-9,Cartera grande para mujer - Gris,visible,2430,,
2940,ZL849-5-9,Cartera grande para mujer - Dorado,visible,2430,,
2943,ZL849-5-9,Cartera grande para mujer - Negro,visible,2430,,
2946,ZL849-5-10,Cartera para mujer,visible,,,
2947,ZL849-5-10,Cartera para mujer - Gris,visible,2020,,
2948,ZL849-5-10,Cartera para mujer - Rojo,visible,2020,,
2949,ZL849-5-10,Cartera para mujer - Negro,visible,2020,,
2953,ZL849-5-12,Mochila para mujer,visible,,,
2954,ZL849-5-12,Mochila para mujer - Verde Oscuro,visible,1700,,
2955,ZL849-5-12,Mochila para mujer - Rojo oscuro,visible,1700,,
2956,ZL849-5-12,Mochila para mujer - Negro,visible,1700,,
2957,ZL849-5-12,Mochila para mujer - Gris,visible,1700,,
2961,ZL849-5-15,Cartera pequeño mujer,visible,,,
2962,ZL849-5-15,Cartera pequeño mujer - Violeta,visible,1830,,
2963,ZL849-5-15,Cartera pequeño mujer - Gris,visible,1830,,
2964,ZL849-5-15,Cartera pequeño mujer - Blanco,visible,1830,,
2965,ZL849-5-15,Cartera pequeño mujer - Azul,visible,1830,,
2966,ZL849-5-15,Cartera pequeño mujer - Rojo,visible,1830,,
2967,ZL849-5-15,Cartera pequeño mujer - Negro,visible,1830,,
2971,ZL849-11-1,2 Set de carteras grande y chico para mujer,visible,,,
2972,ZL849-11-1,2 Set de carteras grande y chico para mujer - Azul,visible,2350,,
2973,ZL849-11-1,2 Set de carteras grande y chico para mujer - Gris,visible,2350,,
2974,ZL849-11-1,2 Set de carteras grande y chico para mujer - Verde,visible,2350,,
2975,ZL849-11-1,2 Set de carteras grande y chico para mujer - Rojo,visible,2350,,
2976,ZL849-11-1,2 Set de carteras grande y chico para mujer - Negro,visible,2350,,
2977,ZL849-11-1,2 Set de carteras grande y chico para mujer - Rojo oscuro,visible,2350,,
2983,ZL848-3-1,Cartera grande para mujer,visible,1950,,
2991,ZL848-3-2,Cartera para mujer,visible,1950,,
2994,ZL849-6-1,Billetera larga,visible,,,
2996,ZL849-6-1,Billetera larga - Rojo claro,visible,370,,
2997,ZL849-6-1,Billetera larga - Azul oscuro,visible,370,,
2998,ZL849-6-1,Billetera larga - Gris claro,visible,370,,
2999,ZL849-6-1,Billetera larga - Rojo arenoso,visible,370,,
3000,ZL849-6-1,Billetera larga - Rojo oscuro,visible,370,,
3001,ZL849-6-1,Billetera larga - Marron,visible,370,,
3002,ZL849-6-1,Billetera larga - Gris,visible,370,,
3003,ZL849-6-1,Billetera larga - Rojo,visible,370,,
3004,ZL849-6-1,Billetera larga - Rosa,visible,370,,
3005,ZL849-6-1,Billetera larga - Negro,visible,370,,
3007,ZL849-6-3,Billetera de mujer,visible,,,
3011,ZL849-6-3,Billetera de mujer - Azul oscuro,visible,370,,
3012,ZL849-6-3,Billetera de mujer - Rojo cafe,visible,370,,
3013,ZL849-6-3,Billetera de mujer - Azul claro,visible,370,,
3014,ZL849-6-3,Billetera de mujer - Violeta oscuro,visible,370,,
3015,ZL849-6-3,Billetera de mujer - Rojo arenoso,visible,370,,
3016,ZL849-6-3,Billetera de mujer - Negro,visible,370,,
3017,ZL849-6-3,Billetera de mujer - Rojo,visible,370,,
3019,ZL849-6-4,Billetera de mujer con corazon,visible,,,
3020,ZL849-6-4,Billetera de mujer con corazon - Plateado,visible,330,,
3021,ZL849-6-4,Billetera de mujer con corazon - Rojo arenoso,visible,330,,
3022,ZL849-6-4,Billetera de mujer con corazon - Blanco,visible,330,,
3023,ZL849-6-4,Billetera de mujer con corazon - Verde oscuro,visible,330,,
3024,ZL849-6-4,Billetera de mujer con corazon - Rojo roble,visible,330,,
3025,ZL849-6-4,Billetera de mujer con corazon - Gris oscuro,visible,330,,
3026,ZL849-6-4,Billetera de mujer con corazon - Blanco,visible,330,,
3027,ZL849-6-4,Billetera de mujer con corazon - Negro,visible,330,,
3029,ZL849-6-6,Billetera de mujer,visible,,,
3030,ZL849-6-6,Billetera de mujer - Negro claro,visible,420,,
3031,ZL849-6-6,Billetera de mujer - Verde oscuro,visible,420,,
3032,ZL849-6-6,Billetera de mujer - Dorado,visible,420,,
3033,ZL849-6-6,Billetera de mujer - Rosa,visible,420,,
3034,ZL849-6-6,Billetera de mujer - Marron,visible,420,,
3035,ZL849-6-6,Billetera de mujer - Gris,visible,420,,
3036,ZL849-6-6,Billetera de mujer - Rojo,visible,420,,
3037,ZL849-6-6,Billetera de mujer - Negro,visible,420,,
3039,ZL849-6-8,Billetera de mujer,visible,,,
3040,ZL849-6-8,Billetera de mujer - Gris claro,visible,420,,
3041,ZL849-6-8,Billetera de mujer - Rojo,visible,420,,
3042,ZL849-6-8,Billetera de mujer - Marron,visible,420,,
3043,ZL849-6-8,Billetera de mujer - Violeta oscuro,visible,420,,
3044,ZL849-6-8,Billetera de mujer - Gris azulado,visible,420,,
3045,ZL849-6-8,Billetera de mujer - Azul oscuro,visible,420,,
3046,ZL849-6-8,Billetera de mujer - Gris,visible,420,,
3047,ZL849-6-8,Billetera de mujer - Violeta,visible,420,,
3048,ZL849-6-8,Billetera de mujer - Negro,visible,420,,
3051,ZL849-6-11,Billetera de mujer,visible,,,
3052,ZL849-6-11,Billetera de mujer - Azul,visible,600,,
3053,ZL849-6-11,Billetera de mujer - Blanco,visible,600,,
3054,ZL849-6-11,Billetera de mujer - Rojo,visible,600,,
3055,ZL849-6-11,Billetera de mujer - Gris,visible,600,,
3056,ZL849-6-11,Billetera de mujer - Dorado,visible,600,,
3057,ZL849-6-11,Billetera de mujer - Violeta,visible,600,,
3058,ZL849-6-11,Billetera de mujer - Rosa,visible,600,,
3059,ZL849-6-11,Billetera de mujer - Beige,visible,600,,
3060,ZL849-6-11,Billetera de mujer - Plateado,visible,600,,
3061,ZL849-6-11,Billetera de mujer - Negro,visible,600,,
3063,ZL848-4-2,Billetera de mujer,visible,,,
3065,ZL848-4-2,Billetera de mujer - Rosa,visible,300,,
3066,ZL848-4-2,Billetera de mujer - Rojo,visible,300,,
3067,ZL848-4-2,Billetera de mujer - Marron,visible,300,,
3068,ZL848-4-2,Billetera de mujer - Negro,visible,300,,
3075,ZL848-4-3,Billetera de mujer,visible,,,
3076,ZL848-4-3,Billetera de mujer - Plateado,visible,520,,
3077,ZL848-4-3,Billetera de mujer - Dorado,visible,520,,
3078,ZL848-4-3,Billetera de mujer - Rojo,visible,520,,
3079,ZL848-4-3,Billetera de mujer - Blanco,visible,520,,
3080,ZL848-4-3,Billetera de mujer - Azul oscuro,visible,520,,
3081,ZL848-4-3,Billetera de mujer - Negro,visible,520,,
3083,ZL848-4-6,Billetera de mujer brillante,visible,,,
3084,ZL848-4-6,Billetera de mujer brillante - Beige,visible,335,,
3085,ZL848-4-6,Billetera de mujer brillante - Rosa,visible,335,,
3086,ZL848-4-6,Billetera de mujer brillante - Negro,visible,335,,
3087,ZL848-4-6,Billetera de mujer brillante - Blanco,visible,335,,
3089,ZL848-4-6,Billetera de mujer brillante - Violeta,visible,335,,
3091,ZL848-3-4,Cartera de mujer,visible,,,
3092,ZL848-3-4,Cartera de mujer - Rojo oscuro,visible,420,,
3093,ZL848-3-4,Cartera de mujer - Rosa,visible,420,,
3094,ZL848-3-4,Cartera de mujer - Negro,visible,420,,
3096,ZL848-3-4,Cartera de mujer - Violeta,visible,420,,
3098,ZL848-3-5,Cartera de mujer,visible,,,
3099,ZL848-3-5,Cartera de mujer - Rojo oscuro,visible,420,,
3100,ZL848-3-5,Cartera de mujer - Azul oscuro,visible,420,,
3101,ZL848-3-5,Cartera de mujer - Negro,visible,420,,
3102,ZL848-3-5,Cartera de mujer - Violeta,visible,420,,
3104,ZL849-12-1,Morral para hombre,visible,1000,,
3111,ZL848-2-6,Morral para hombre,visible,750,,
3113,ZL831-15-1,Funda para almohada pompom,visible,,,
3114,ZL831-15-1,Funda para almohada pompom - Celeste,visible,220,,
3115,ZL831-15-1,Funda para almohada pompom - Rojo,visible,220,,
3116,ZL831-15-1,Funda para almohada pompom - Naranja,visible,220,,
3117,ZL831-15-1,Funda para almohada pompom - Beige,visible,220,,
3118,ZL831-15-1,Funda para almohada pompom - Rosa,visible,220,,
3120,ZL831-15-2,Funda para almohada flor,visible,270,,
3127,ZL831-15-4,Funda para almohada doble color,visible,,,
3129,ZL831-15-4,Funda para almohada doble color - Dorado,visible,380,,
3130,ZL831-15-4,Funda para almohada doble color - Rosa gold,visible,380,,
3131,ZL831-15-4,Funda para almohada doble color - Azul,visible,380,,
3132,ZL831-15-4,Funda para almohada doble color - Blanco,visible,380,,
3133,ZL831-15-4,Funda para almohada doble color - Rosa,visible,380,,
3134,ZL831-15-4,Funda para almohada doble color - Plateado,visible,380,,
3135,ZL831-15-4,Funda para almohada doble color - Negro,visible,380,,
3137,ZL831-15-5,Funda para almohada dorado,visible,250,,
3146,ZL831-15-6,Bolsa grande de tela,visible,340,,
3148,ZL809-1-1A,Funda para almohada buho,visible,220,,
3151,0823-2-5,Pila CR2016,visible,800,,
3153,0823-2-6,Pila CR2025,visible,800,,
3155,831-13-2,Pila CR2025,visible,450,,
3157,831-13-1,Pila CR2016,visible,450,,
3159,ZL862-1-5,Pila LR626 (AG4),visible,680,,Simple
3161,ZL862-1-6,Pila LR1130 (AG10),visible,800,,Simple
3162,ZL862-1-1,Pila LR41(AG3),visible,530,,Simple
3164,ZL862-1-2,Pila LR44 (AG13),visible,920,,Simple
3166,ZL862-1-3,Pila CR927,visible,880,,
3168,ZL862-1-4,Pila CR2032,visible,1800,,Simple
3174,ZL860-1-4,Tijera S009 (x10),visible,1800,,Simple
3177,ZL862-2-7,Sacacorcho 605# (x6),visible,3500,,
3179,ZL862-2-6,Tijera K18 (x10),visible,2000,,
3181,ZL860-1-3,Tijera S002 (x12),visible,1500,,
3183,ZL849-9-10,Tijera K15 (x10),visible,1070,,
3185,ZL862-2-4,Tijera 925# (x6),visible,1360,,
3187,ZL862-2-3,Sacacorcho 607# (x10),visible,1500,,
3189,ZL862-2-2,Tijera B13 (x1),visible,530,,
3191,ZL849-9-9,Tijera K12 (x10),visible,1300,,Simple
3193,ZL860-1-1,Tijera S004 (x12),visible,1150,,Simple
3196,ZL862-2-8,Tijera 719 (x1),visible,800,,
3198,ZL860-1-8,Tijera B02 (x10),visible,1000,,Simple
3200,ZL860-1-7,Tijera K26 (x10),visible,2100,,
3202,CE-001,Encendedor de cocina,visible,,,Simple
3204,CE-001,Encendedor de cocina - Por unidad,visible,140,,
3205,CE-001,Encendedor de cocina - Por bulto,visible,14400,120,
3206,CE-001F,Encendedor de cocina flexible,visible,,,
3207,CE-001F,Encendedor de cocina flexible - Por caja,visible,2600,,
3208,CE-001F,Encendedor de cocina flexible - Por bulto,visible,52800,24,
3210,ENP-001,Encendedor recargable,visible,,,
3211,ENP-001,Encendedor recargable - Por caja,visible,440,,
3212,ENP-001,Encendedor recargable - Por bulto,visible,15000,40,
3215,ZL849-4-4,Colita de pelo con moño,visible,580,,
3220,ZL849-4-8,Colita de pelo gorrito de lana,visible,820,,
3222,ZL861-6-6,Colita de pelo con perlas blancas,visible,305,,Simple
3224,ZL849-4-14,Colita de pelo con animales de peluche,visible,885,,
3226,ZL861-6-5,Colita de pelo con perlas de colores,visible,425,,
3228,ZL848-15-13,Colita de pelo con formas doradas,visible,425,,Simple
3230,ZL861-6-1,Colita de pelo,visible,305,,
3232,ZL861-7-1,Colita de pelo con pompom y orejas,visible,380,,
3234,ZL861-7-2,Colita de pelo con pompom y orejas de metal,visible,610,,
3236,ZL861-6-3,Colita de pelo finito,visible,390,,
3238,ZL861-7-5,Colita de pelo con flor,visible,805,,
3240,ZL861-4-1,Colita de pelo grueso,hidden,155,,Simple
3244,ZL861-7-6,Broche para pelo con forma de conejo,visible,490,,
3246,ZL861-7-4,Colita corona y estrella,visible,685,,
3248,ZL849-4-7,Colita con flores,visible,875,,
3250,ZL849-4-2,Colita con moño,visible,700,,
3252,ZL849-4-13,Colita con pompom y orejas,visible,1065,,
3254,ZL849-4-10,Colita con flores,visible,990,,
3256,ZL849-4-5,Colita para pelo con gorro,visible,640,,
3258,ZL849-4-11,Colita para pelo con flor,visible,760,,
3260,ZL848-15-12,Colita para pelo con bordes de flor,visible,425,,
3262,ZL849-4-3,Colita con pompom y estrella,hidden,610,,Simple
3264,ZL849-4-12,Colita para pelo con rosa,visible,1065,,
3266,ZL849-4-9,Colita para pelo con flor,visible,700,,
3268,ZL861-3-2,vincha elastica con flor,visible,685,,
3270,ZL861-3-1,vincha elastica con flor (chico),visible,365,,
3272,,Vincha con formas,visible,,,
3273,ZL861-5-1,Vincha con formas - Corona,visible,1215,,
3274,ZL861-5-2,Vincha con formas - Orejas redondas,visible,1215,,
3275,ZL861-5-1,Vincha con formas - Moño,visible,1215,,
3276,ZL861-5-1,Vincha con formas - Moño angulado,visible,1215,,
3277,ZL861-5-3,Vincha con formas - Oreja con cuernos,visible,1215,,
3292,Z625-9-1,Guante negro,visible,,,Simple
3293,,Guante negro - Por paquete,visible,950,,
3294,,Guante negro - Por bulto,visible,40750,50,
3300,Z625-9-2,Guante negro,visible,,,
3301,,Guante negro - Por paquete,visible,1170,,
3302,,Guante negro - Por bulto,visible,39800,40,
3304,0614-01-05,Guante negro,visible,,,
3305,,Guante negro - Por paquete,visible,1170,,
3306,,Guante negro - Por bulto,visible,49750,50,
3311,ZLE854-4-2,Guante doble color,visible,,,Simple
